T,F_channel,F_fitted_1param
1.810000000000000053e+00,1.982040576832923007e+00,1.436253103826091060e+00
1.820000000000000062e+00,1.998320145501854439e+00,1.447782987450995096e+00
1.830000000000000071e+00,2.014223998653297709e+00,1.459300924130592758e+00
1.840000000000000080e+00,2.029735858334534182e+00,1.470801548184794028e+00
1.850000000000000089e+00,2.044839425490207585e+00,1.482279480232260305e+00
1.859999999999999876e+00,2.059518422086735967e+00,1.493729339415160506e+00
1.870000000000000107e+00,2.073756634992915959e+00,1.505145755162262011e+00
1.879999999999999893e+00,2.087537960956133976e+00,1.516523378488791707e+00
1.890000000000000124e+00,2.100846452104068174e+00,1.527856892927483168e+00
1.899999999999999911e+00,2.113666362333162851e+00,1.539141024816412795e+00
1.910000000000000142e+00,2.125982194305195971e+00,1.550370553048476152e+00
1.919999999999999929e+00,2.137778746455219370e+00,1.561540318377039105e+00
1.929999999999999938e+00,2.149041160364465242e+00,1.572645232011019578e+00
1.939999999999999947e+00,2.159754967708623408e+00,1.583680283660712673e+00
1.949999999999999956e+00,2.169906136960316978e+00,1.594640548966446136e+00
1.959999999999999964e+00,2.179481119487907570e+00,1.605521196259076966e+00
1.969999999999999973e+00,2.188466894682174146e+00,1.616317492754643537e+00
1.979999999999999982e+00,2.196851014276018699e+00,1.627024810002673405e+00
1.989999999999999991e+00,2.204621645195586233e+00,1.637638628702970056e+00
2.000000000000000000e+00,2.211767610934391115e+00,1.648154542933111699e+00
2.009999999999999787e+00,2.218278431270667816e+00,1.658568263673168897e+00
2.020000000000000018e+00,2.224144359991100384e+00,1.668875621618072680e+00
2.030000000000000249e+00,2.229356420611571910e+00,1.679072569465859033e+00
2.040000000000000036e+00,2.233906439914761233e+00,1.689155183499605029e+00
2.049999999999999822e+00,2.237787078623120873e+00,1.699119664488472736e+00
2.060000000000000053e+00,2.240991859745749437e+00,1.708962338129925929e+00
2.070000000000000284e+00,2.243515194294202431e+00,1.718679654764885045e+00
2.080000000000000071e+00,2.245352403688824605e+00,1.728268188563028218e+00
2.089999999999999858e+00,2.246499739435623422e+00,1.737724636140770551e+00
2.100000000000000089e+00,2.246954399704501615e+00,1.747045814713279688e+00
2.109999999999999876e+00,2.246714542387708846e+00,1.756228659648774615e+00
2.120000000000000107e+00,2.245779295291026934e+00,1.765270221539396056e+00
2.129999999999999893e+00,2.244148762836698729e+00,1.774167663009748264e+00
2.140000000000000124e+00,2.241824029370164340e+00,1.782918254834187755e+00
2.149999999999999911e+00,2.238807159291403615e+00,1.791519371749835665e+00
2.160000000000000142e+00,2.235101193602239356e+00,1.799968488151217016e+00
2.169999999999999929e+00,2.230710143445266080e+00,1.808263173096071430e+00
2.180000000000000160e+00,2.225638980249199594e+00,1.816401085253788850e+00
2.189999999999999947e+00,2.219893622705710445e+00,1.824379967605617825e+00
2.200000000000000178e+00,2.213480920543350994e+00,1.832197641759867990e+00
2.209999999999999964e+00,2.206408635423541043e+00,1.839852002266318065e+00
2.219999999999999751e+00,2.198685419141952035e+00,1.847341010767018066e+00
2.229999999999999982e+00,2.190320788611788139e+00,1.854662689938849640e+00
2.240000000000000213e+00,2.181325098504580673e+00,1.861815117416991683e+00
2.250000000000000000e+00,2.171709511548867155e+00,1.868796419836865619e+00
2.259999999999999787e+00,2.161485966349120158e+00,1.875604766625676767e+00
2.270000000000000018e+00,2.150667143074035614e+00,1.882238364023239630e+00
2.280000000000000249e+00,2.139266427385408065e+00,1.888695449211317268e+00
2.290000000000000036e+00,2.127297872511479060e+00,1.894974284355375183e+00
2.299999999999999822e+00,2.114776159757393525e+00,1.901073151066527744e+00
2.310000000000000053e+00,2.101716557756861281e+00,1.906990344811023252e+00
2.320000000000000284e+00,2.088134880479473487e+00,1.912724169709751010e+00
2.330000000000000071e+00,2.074047444425327402e+00,1.918272933563534899e+00
2.339999999999999858e+00,2.059471024962948427e+00,1.923634943003714071e+00
2.350000000000000089e+00,2.044422812292260971e+00,1.928808499202914417e+00
2.359999999999999876e+00,2.028920366853099733e+00,1.933791893663611372e+00
2.370000000000000107e+00,2.012981574680331676e+00,1.938583404621275541e+00
2.379999999999999893e+00,1.996624603035822787e+00,1.943181293628514883e+00
2.390000000000000124e+00,1.979867855909827945e+00,1.947583802628962024e+00
2.399999999999999911e+00,1.962729930085974850e+00,1.951789151446663206e+00
2.410000000000000142e+00,1.945229571885711106e+00,1.955795535759031090e+00
2.419999999999999929e+00,1.927385634454588770e+00,1.959601125452254067e+00
2.430000000000000160e+00,1.909217036025294467e+00,1.963204063447584247e+00
2.439999999999999947e+00,1.890742719253895032e+00,1.966602465161835456e+00
2.450000000000000178e+00,1.871981611510648236e+00,1.969794418149102055e+00
2.459999999999999964e+00,1.852952586702556026e+00,1.972777982573940658e+00
2.469999999999999751e+00,1.833674428229661757e+00,1.975551191976232746e+00
2.479999999999999982e+00,1.814165793425416728e+00,1.978112054497999761e+00
2.490000000000000213e+00,1.794445179794032397e+00,1.980458554820067718e+00
2.500000000000000000e+00,1.774530892531766657e+00,1.982588656371076397e+00
2.509999999999999787e+00,1.754441013907148905e+00,1.984500304121688874e+00
2.520000000000000018e+00,1.734193374326348458e+00,1.986191427810342303e+00
2.530000000000000249e+00,1.713805525216466563e+00,1.987659945677021200e+00
2.540000000000000036e+00,1.693294713620993708e+00,1.988903768601078648e+00
2.549999999999999822e+00,1.672677858636166581e+00,1.989920804707670632e+00
2.560000000000000053e+00,1.651971529702755959e+00,1.990708964343031351e+00
2.570000000000000284e+00,1.631191926641106793e+00,1.991266165426884172e+00
2.580000000000000071e+00,1.610354861644460067e+00,1.991590339338144444e+00
2.589999999999999858e+00,1.589475742845107842e+00,1.991679436851195639e+00
2.600000000000000089e+00,1.568569559829533278e+00,1.991531434631709674e+00
2.610000000000000320e+00,1.547650870840120207e+00,1.991144341944148799e+00
2.620000000000000107e+00,1.526733791659468098e+00,1.990516207635063539e+00
2.629999999999999893e+00,1.505831986138229661e+00,1.989645127265823099e+00
2.640000000000000124e+00,1.484958658344844640e+00,1.988529250516707592e+00
2.650000000000000355e+00,1.464126546306097953e+00,1.987166788806973061e+00
2.660000000000000142e+00,1.443347917125202384e+00,1.985556022796745479e+00
2.669999999999999929e+00,1.422634563717011691e+00,1.983695310366044851e+00
2.679999999999999716e+00,1.401997802754376687e+00,1.981583094329024020e+00
2.689999999999999947e+00,1.381448473895405371e+00,1.979217910154428939e+00
2.700000000000000178e+00,1.360996940505167618e+00,1.976598394069405185e+00
2.709999999999999964e+00,1.340653091199579983e+00,1.973723290569868949e+00
2.719999999999999751e+00,1.320426342699174693e+00,1.970591460177244514e+00
2.729999999999999982e+00,1.300325643738510006e+00,1.967201887112795644e+00
2.740000000000000213e+00,1.280359479750975860e+00,1.963553686504386553e+00
2.750000000000000000e+00,1.260535878583931346e+00,1.959646111657191048e+00
2.759999999999999787e+00,1.240862416998421480e+00,1.955478561019252437e+00
2.770000000000000018e+00,1.221346227963102882e+00,1.951050584931675047e+00
2.780000000000000249e+00,1.201994008480754772e+00,1.946361891905480812e+00
2.790000000000000036e+00,1.182812028222558265e+00,1.941412354809533003e+00
2.799999999999999822e+00,1.163806138575882887e+00,1.936202016532659664e+00
2.810000000000000053e+00,1.144981782256424996e+00,1.930731095339639047e+00
2.820000000000000284e+00,1.126344003385003401e+00,1.924999989871406747e+00
2.830000000000000071e+00,1.107897457803640684e+00,1.919009283522199683e+00
2.839999999999999858e+00,1.089646423832143274e+00,1.912759748567893325e+00
2.850000000000000089e+00,1.071594813324356021e+00,1.906252349798870815e+00
2.860000000000000320e+00,1.053746182804931264e+00,1.899488247528576146e+00
2.870000000000000107e+00,1.036103744877309385e+00,1.892468800223421566e+00
2.879999999999999893e+00,1.018670379793815250e+00,1.885195566621345131e+00
2.890000000000000124e+00,1.001448646975994894e+00,1.877670307233150204e+00
2.900000000000000355e+00,9.844407967165014206e-01,1.869894985405480270e+00
2.910000000000000142e+00,9.676487817812647885e-01,1.861871767720966186e+00
2.919999999999999929e+00,9.510742691839562113e-01,1.853603024194527604e+00
2.929999999999999716e+00,9.347186516469443429e-01,1.845091327503897816e+00
2.939999999999999947e+00,9.185830589905157328e-01,1.836339451683878465e+00
2.950000000000000178e+00,9.026683697867137202e-01,1.827350370881720254e+00
2.959999999999999964e+00,8.869752224585178979e-01,1.818127256976591610e+00
2.969999999999999751e+00,8.715040263221650596e-01,1.808673476811899050e+00
2.979999999999999982e+00,8.562549725938390921e-01,1.798992589112951235e+00
2.990000000000000213e+00,8.412280450502762630e-01,1.789088340753781203e+00
3.000000000000000000e+00,8.264230305696662615e-01,1.778964662606886904e+00
3.009999999999999787e+00,8.118395293871261131e-01,1.768625664869427627e+00
3.020000000000000018e+00,7.974769651471461662e-01,1.758075632081709694e+00
3.030000000000000249e+00,7.833345946886203226e-01,1.747319017597282143e+00
3.040000000000000036e+00,7.694115175838711629e-01,1.736360437637510135e+00
3.049999999999999822e+00,7.557066854355640739e-01,1.725204665167851426e+00
3.060000000000000053e+00,7.422189108364369847e-01,1.713856623189603523e+00
3.070000000000000284e+00,7.289468761013080389e-01,1.702321377798668101e+00
3.080000000000000071e+00,7.158891417476690444e-01,1.690604130999518562e+00
3.089999999999999858e+00,7.030441546276771092e-01,1.678710213168822962e+00
3.100000000000000089e+00,6.904102558373553800e-01,1.666645075315312585e+00
3.110000000000000320e+00,6.779856883103766441e-01,1.654414281084571225e+00
3.120000000000000107e+00,6.657686041188055626e-01,1.642023498621013822e+00
