T,F_channel,F_fitted_1param
3.030000000000000249e+00,1.462102345142820004e-01,6.313771860303722949e-01
3.040000000000000036e+00,1.430751956808986036e-01,6.212381081285932583e-01
3.049999999999999822e+00,1.400836524561244190e-01,6.110321768487716465e-01
3.060000000000000053e+00,1.372292943556677747e-01,6.007747425162341948e-01
3.070000000000000284e+00,1.345060010137478779e-01,5.904809400076294068e-01
3.080000000000000071e+00,1.319078432242396515e-01,5.801656217780919444e-01
3.089999999999999858e+00,1.294290833928066764e-01,5.698432970169815537e-01
3.100000000000000089e+00,1.270641753198020196e-01,5.595280763349802511e-01
3.110000000000000320e+00,1.248077634428422095e-01,5.492336222220367548e-01
3.120000000000000107e+00,1.226546815005385982e-01,5.389731053609226885e-01
3.129999999999999893e+00,1.205999507296847684e-01,5.287591664928062984e-01
3.140000000000000124e+00,1.186387777028910101e-01,5.186038843772979856e-01
3.150000000000000355e+00,1.167665516587857027e-01,5.085187488834510550e-01
3.160000000000000142e+00,1.149788415797349528e-01,4.985146395295313448e-01
3.169999999999999929e+00,1.132713929646034789e-01,4.886018094512764587e-01
3.179999999999999716e+00,1.116401242192524706e-01,4.787898734406019208e-01
3.189999999999999947e+00,1.100811229408886066e-01,4.690878012461289770e-01
3.200000000000000178e+00,1.085906419824519548e-01,4.595039151017712986e-01
3.209999999999999964e+00,1.071650952724261668e-01,4.500458908789228274e-01
3.219999999999999751e+00,1.058010535703251126e-01,4.407207630339072812e-01
3.229999999999999982e+00,1.044952400910962031e-01,4.315349329650434163e-01
3.240000000000000213e+00,1.032445260410080751e-01,4.224941802862854923e-01
3.250000000000000000e+00,1.020459260911207311e-01,4.136036766903987139e-01
3.259999999999999787e+00,1.008965937881012714e-01,4.048680021538740847e-01
3.270000000000000018e+00,9.979381701023627704e-02,3.962911633876216033e-01
3.280000000000000249e+00,9.873501337340014061e-02,3.878766139599938434e-01
3.290000000000000036e+00,9.771772565030993618e-02,3.796272755243485508e-01
3.299999999999999822e+00,9.673961720854165613e-02,3.715455604815538493e-01
3.310000000000000053e+00,9.579846754585005786e-02,3.636333958439753600e-01
3.320000000000000284e+00,9.489216784281652439e-02,3.558922472896707268e-01
3.330000000000000071e+00,9.401871657168621443e-02,3.483231438697920734e-01
3.339999999999999858e+00,9.317621519936875041e-02,3.409267030221306283e-01
3.350000000000000089e+00,9.236286395205864364e-02,3.337031555501844826e-01
3.360000000000000320e+00,9.157695773674572048e-02,3.266523709168550615e-01
3.370000000000000107e+00,9.081688203083324029e-02,3.197738812981650303e-01
3.379999999999999893e+00,9.008110900352513106e-02,3.130669064620534847e-01
3.390000000000000124e+00,8.936819368519079154e-02,3.065303774840077988e-01
3.400000000000000355e+00,8.867677020801850718e-02,3.001629596317991755e-01
3.410000000000000142e+00,8.800554823228359802e-02,2.939630753796461660e-01
3.419999999999999929e+00,8.735330944969166289e-02,2.879289260038468412e-01
3.429999999999999716e+00,8.671890416196698093e-02,2.820585123413579254e-01
3.439999999999999947e+00,8.610124803260718607e-02,2.763496551397001122e-01
3.450000000000000178e+00,8.549931896928177066e-02,2.708000144012330801e-01
3.459999999999999964e+00,8.491215400175165795e-02,2.654071072387365615e-01
3.469999999999999751e+00,8.433884640708970426e-02,2.601683256619827245e-01
3.479999999999999982e+00,8.377854289599107052e-02,2.550809528337179000e-01
3.490000000000000213e+00,8.323044088015398023e-02,2.501421784636828627e-01
3.500000000000000000e+00,8.317055604353293385e-02,2.492497523416760397e-01
