T,F_channel,F_composed,T_eff_fit,KL_bits
3.370000000000000107e+00,2.495434157433857325e-01,2.593275269058217258e-01,4.859499068278582357e+00,6.485665757980902703e-03
3.379999999999999893e+00,2.449715960185611108e-01,2.545721028755842941e-01,4.887930640512461622e+00,6.426818548845868000e-03
3.389999999999999680e+00,2.404850913604293650e-01,2.499046978354792226e-01,4.916423749931762899e+00,6.368200712911133848e-03
3.400000000000000355e+00,2.360825842625340343e-01,2.453239927827980948e-01,4.944977879489165673e+00,6.309823751476592753e-03
3.410000000000000142e+00,2.317627581448725715e-01,2.408286674398796012e-01,4.973592514862342995e+00,6.251698666245124152e-03
3.419999999999999929e+00,2.275242986929140176e-01,2.364174017124594240e-01,5.002267144503855789e+00,6.193835970689750767e-03
3.429999999999999716e+00,2.233658951099976864e-01,2.320888770585620431e-01,5.031001259690452088e+00,6.136245701465293211e-03
3.440000000000000391e+00,2.192862412873411160e-01,2.278417777580297732e-01,5.059794354569714159e+00,6.078937429844969050e-03
3.450000000000000178e+00,2.152840368945605487e-01,2.236747921059455413e-01,5.088645926204543812e+00,6.021920273272570422e-03
3.459999999999999964e+00,2.113579883943414728e-01,2.195866135518362294e-01,5.117555474615713251e+00,5.965202906491053406e-03
3.469999999999999751e+00,2.075068099856601511e-01,2.155759417225294461e-01,5.146522502825542134e+00,5.908793572966575952e-03
3.480000000000000426e+00,2.037292244766157889e-01,2.116414833805712881e-01,5.175546516894593552e+00,5.852700095842225392e-03
3.490000000000000213e+00,2.000239640924598439e-01,2.077819533473692637e-01,5.204627025960245845e+00,5.796929889484020437e-03
3.500000000000000000e+00,1.963897712206071622e-01,2.036078945899273962e-01,5.233763542272967584e+00,5.741489969905946150e-03
