T,full_state,abs_magnetization,energy,subset_mag_k2_0,subset_mag_k2_1,subset_mag_k4_0,subset_mag_k4_1,subset_mag_k8_0,subset_mag_k8_1,hash8_0,hash8_1,hash8_2,hash8_3,hash8_4,hash8_5,block_majority_0,block_majority_1,block_majority_2,block_majority_3,abs_linear_0,abs_linear_1,abs_linear_2,abs_linear_3,single_spin,parity,sign_M
2.450000000000000178e+00,2.175968895627905741e+00,2.084484977057556421e+00,2.175968895627967914e+00,4.988710345209394492e-01,5.306466441728940886e-01,9.482909604138423099e-01,9.696888044350209235e-01,1.560869165281964399e+00,1.547492996060289228e+00,7.245140799861679026e-01,8.301188593536542593e-01,7.647074036796948082e-01,8.452236095728021814e-01,7.956638216697796695e-01,7.049899387946312324e-01,1.290387910140672334e+00,1.309602091021135450e+00,1.301413582295658289e+00,1.296258435645318396e+00,1.020029128785999939e+00,1.053412473135298510e+00,1.055758802058386792e+00,1.048092371582321825e+00,8.146583853008724772e-24,2.566186190642429921e-01,1.585683083491891193e-03
2.475000000000000089e+00,2.128933812359284250e+00,2.036141918341308088e+00,2.128933812359383726e+00,4.831293873127422422e-01,5.137132888113192797e-01,9.247485084817267387e-01,9.456901380368317733e-01,1.525361034952624317e+00,1.512182510881142194e+00,6.977580817553340475e-01,8.008869871427274356e-01,7.334202621106037379e-01,8.149092727683885373e-01,7.643777212308006108e-01,6.808095060450765068e-01,1.272805633227538147e+00,1.290303129152427841e+00,1.282850945979276513e+00,1.277824090967890847e+00,9.806444343145295228e-01,1.013562634512548355e+00,1.011812334556871695e+00,1.005965936790833126e+00,5.421552169283026631e-24,2.353721494603897013e-01,1.677210400838342929e-03
2.500000000000000000e+00,2.080038987367567760e+00,1.986071156008346605e+00,2.080038987367645031e+00,4.668658811665677422e-01,4.962002342168881919e-01,9.000769361168490246e-01,9.205219558796887691e-01,1.488192679809212882e+00,1.475233607098435096e+00,6.706821817728408908e-01,7.711114765404246674e-01,7.019446166356264616e-01,7.841004055653072458e-01,7.328308111548156312e-01,6.561598378489088557e-01,1.252973168620304945e+00,1.268807535105430651e+00,1.262069644213946740e+00,1.257171137752220114e+00,9.410045758489704593e-01,9.733216871744007070e-01,9.677696869512543154e-01,9.636427474730353548e-01,8.504038698092891091e-25,2.153459056263820059e-01,1.765689519534765443e-03
2.525000000000000355e+00,2.029580822821035024e+00,1.934569000708577402e+00,2.029580822820991060e+00,4.502047033683911348e-01,4.782437662140257006e-01,8.744630408723521597e-01,8.943757564796760429e-01,1.449621235412835940e+00,1.436901365296835653e+00,6.434467866614228537e-01,7.409795544327553163e-01,6.704614382527525063e-01,7.529856429453629652e-01,7.012058898436046572e-01,6.311983927706729114e-01,1.231117564920530594e+00,1.245347253702689505e+00,1.239299399405173974e+00,1.234529074025694451e+00,9.013166738346789497e-01,9.329074907183475540e-01,9.238509082294498187e-01,9.213393568353283047e-01,1.953553913470846622e-23,1.965467936938165017e-01,1.850458867671639536e-03
2.549999999999999822e+00,1.977848672492765525e+00,1.881923960354380254e+00,1.977848672492831250e+00,4.332649644962806024e-01,4.599747374033508196e-01,8.480893865917719099e-01,8.674388095113392261e-01,1.409898384095939816e+00,1.397435398501189363e+00,6.162028436063116121e-01,7.106693830498249653e-01,6.391394867157033088e-01,7.217439452297538249e-01,6.696741316928329635e-01,6.060747517746234436e-01,1.207467022069776075e+00,1.220154487726456294e+00,1.214770581212218037e+00,1.210128057356734121e+00,8.617753773224887670e-01,8.925259607091875491e-01,8.802616904849074331e-01,8.792589428411858865e-01,3.234720095583662005e-26,1.789691096307806650e-01,1.930922610536291292e-03
2.575000000000000178e+00,1.925122051626632302e+00,1.828414006135148151e+00,1.925122051626612985e+00,4.161594426653219547e-01,4.415171666613089685e-01,8.211322594322748580e-01,8.398920545858856723e-01,1.369267728881781387e+00,1.357077249346853476e+00,5.890905673225168560e-01,6.803484042854905933e-01,6.081339929673265088e-01,6.905429892061885067e-01,6.383937111435715739e-01,5.809292352619263022e-01,1.182247879178243366e+00,1.193458729653196215e+00,1.188711220156386750e+00,1.184195917858638758e+00,8.225613221518524032e-01,8.523693644692209581e-01,8.371918223425647287e-01,8.375897379102976714e-01,6.103498307396836298e-26,1.625958647490437781e-01,2.006558335103397588e-03
2.600000000000000089e+00,1.871668263628057494e+00,1.774304259662110805e+00,1.871668263628029072e+00,3.989935765745131757e-01,4.229871112061569516e-01,7.937599346306286607e-01,8.119083169280093548e-01,1.327962552976609478e+00,1.316058170514257775e+00,5.622384847864988489e-01,6.501720295053723397e-01,5.775857114595905895e-01,6.595379103006165922e-01,6.075087899790917456e-01,5.558918223712632223e-01,1.155681946384126801e+00,1.165484145095529112e+00,1.161344369440682645e+00,1.156955519559315304e+00,7.838399645421225692e-01,8.126149978859495970e-01,7.948140425887940674e-01,7.965038469341032545e-01,1.243701873533431887e-24,1.474002007309900830e-01,2.076922321311094194e-03
2.625000000000000000e+00,1.817740450264273111e+00,1.719845106502012833e+00,1.817740450264285101e+00,3.818647036397181949e-01,4.044918078049950516e-01,7.661312596853192547e-01,7.836508459981734731e-01,1.286203972144887908e+00,1.274597295595802038e+00,5.357627867059313598e-01,6.202826691388754199e-01,5.476203266861485730e-01,6.288703884283353140e-01,5.771488542733484994e-01,5.310813657535997656e-01,1.127984200018313565e+00,1.136447325304661415e+00,1.132885833178204349e+00,1.128622488307743144e+00,7.457607797008856121e-01,7.734242352396083486e-01,7.532832815366758972e-01,7.561564423750110064e-01,1.711423655346206253e-25,1.333468457360866832e-01,2.141652471445438643e-03
2.650000000000000355e+00,1.763576059552813602e+00,1.665270728925327237e+00,1.763576059552786068e+00,3.648615324943195737e-01,3.861290719629461576e-01,7.383945496662586150e-01,7.552721729445128762e-01,1.244199475330312277e+00,1.232900195692168799e+00,5.097669667814620498e-01,5.908090870845725817e-01,5.183481894791502897e-01,5.986680609048249391e-01,5.474283785773614852e-01,5.066050869668908829e-01,1.099360847615524772e+00,1.106555413478358174e+00,1.103542266565739061e+00,1.099403311726767640e+00,7.084568057105081751e-01,7.349419343067556953e-01,7.127362680057851563e-01,7.166853157360389970e-01,1.683650009937391075e-24,1.203935678636336021e-01,2.200469035680752659e-03
2.674999999999999822e+00,1.709395714946220668e+00,1.610798040278056176e+00,1.709395714946357003e+00,3.480638333750583069e-01,3.679869375375995899e-01,7.106867819721695012e-01,7.269132741824622101e-01,1.202141838849516642e+00,1.191157807060913676e+00,4.843417236472635223e-01,5.618660574365660354e-01,4.898643519078765274e-01,5.690442384347094151e-01,5.184467880976486587e-01,4.825583312275610326e-01,1.070007758199885917e+00,1.076004598663006684e+00,1.073509642515870333e+00,1.069493805699403888e+00,6.720445055245178878e-01,6.972961711980844024e-01,6.732914721932106161e-01,6.782107572003786000e-01,1.660499791788903625e-24,1.084925880789580216e-01,2.253173350566863974e-03
2.700000000000000178e+00,1.655402460914541241e+00,1.556625994973271254e+00,1.655402460914471297e+00,3.315423257720822581e-01,3.501435145960367090e-01,6.831330711151848423e-01,6.987030215131601052e-01,1.160208391303678477e+00,1.149545707021595309e+00,4.595650959961667392e-01,5.335542953919284459e-01,4.622488648886090012e-01,5.400978946372529954e-01,4.902886847314343322e-01,4.590245555082655415e-01,1.040109244004364220e+00,1.044978961950506768e+00,1.042972070094996484e+00,1.039077932712009877e+00,6.366239143741649897e-01,6.605982734462246819e-01,6.350493490533483110e-01,6.408357296504068046e-01,1.844386101056434366e-25,9.759192138331715394e-02,2.299644850032562995e-03
2.725000000000000089e+00,1.601781353597514279e+00,1.502935241858669446e+00,1.601781353597632629e+00,3.153587398417190824e-01,3.326670400634217928e-01,6.558463990938289134e-01,6.707578940285059410e-01,1.118560600253066806e+00,1.108223709262968315e+00,4.355027987019587932e-01,5.059606303276686923e-01,4.355672998743727042e-01,5.119138959079573281e-01,4.630242998602389082e-01,4.360755208684959916e-01,1.009837172405037453e+00,1.013649652483479269e+00,1.012100942844701645e+00,1.008326950110052911e+00,6.022790362968762912e-01,6.249431159049800844e-01,5.980928431849947824e-01,6.046462996742739682e-01,9.786824679431321803e-25,8.763662182698138403e-02,2.339836638369720886e-03
2.750000000000000000e+00,1.548699360755766419e+00,1.449888084384473919e+00,1.548699360755762866e+00,2.995660265817500778e-01,3.156160939651126429e-01,6.289275734574576449e-01,6.431819235000204582e-01,1.077343947387793488e+00,1.067335745428996452e+00,4.122087265792095945e-01,4.791583868268172175e-01,4.098714549332728718e-01,4.845634363585523685e-01,4.367101355052223632e-01,4.137716582589086589e-01,9.793503813451692741e-01,9.821743654742390861e-01,9.810543896699557287e-01,9.773988609310763076e-01,5.690784515656878151e-01,5.904096417180340062e-01,5.624881143072281153e-01,5.697122862269865529e-01,7.093678850215772493e-25,7.856991379385261376e-02,2.373769925783761683e-03
2.775000000000000355e+00,1.496305532631019286e+00,1.397628708563848798e+00,1.496305532631095891e+00,2.842086913138378024e-01,2.990399534630607814e-01,6.024653832439748058e-01,6.160668429414584146e-01,1.036688056445796979e+00,1.027009997402032138e+00,3.897255926032296425e-01,4.532079387183826635e-01,3.852002060339166922e-01,4.581046420852973866e-01,4.113897557006482852e-01,3.921625767465496404e-01,9.487943677718071456e-01,9.506970908833092260e-01,9.499769973336150697e-01,9.464381363387954771e-01,5.370760964815971539e-01,5.570615699748299177e-01,5.282854421753292451e-01,5.360880873196602892e-01,8.912029461092709613e-26,7.033419833009768585e-02,2.401527628012118960e-03
2.799999999999999822e+00,1.444731404312764145e+00,1.346283638823581486e+00,1.444731404312850076e+00,2.693232255755590443e-01,2.829790573970882850e-01,5.765369222708388586e-01,5.894924072884732968e-01,9.967070370939193902e-01,9.873592436898791513e-01,3.680856686339730732e-01,4.281574016923874737e-01,3.615804660273863602e-01,4.325833096921969378e-01,3.870946913521771116e-01,3.712876838425482329e-01,9.183012164394147581e-01,9.193480994210049273e-01,9.189997715332565154e-01,9.155756766217303388e-01,5.063121778686376917e-01,5.249482522448216670e-01,4.955202707847047305e-01,5.038136460093589619e-01,8.033548074603278568e-25,6.287192901620326790e-02,2.423247409213429536e-03
2.825000000000000178e+00,1.394091590554818350e+00,1.295962382333720520e+00,1.394091590554819238e+00,2.549386137703806843e-01,2.674655553255469997e-01,5.512080496944572472e-01,5.635268555396525381e-01,9.575000083004847617e-01,9.484813836444714319e-01,3.473115988148248734e-01,4.040434316061353726e-01,3.390282165045138130e-01,4.080337457497591469e-01,3.638454242865441501e-01,3.511768892780574025e-01,8.879897356430708211e-01,8.882441319153515646e-01,8.882403028405683187e-01,8.849289770272243949e-01,4.768141866101309190e-01,4.941056419172349390e-01,4.642143538747908194e-01,4.729155190030531752e-01,2.722117639322872164e-26,5.612635681777009000e-02,2.439114431266506053e-03
2.850000000000000089e+00,1.344484535433519312e+00,1.246758223982238123e+00,1.344484535433589922e+00,2.410768927625534241e-01,2.525239170038819925e-01,5.265339590329713992e-01,5.382274849765582569e-01,9.191517660703076853e-01,9.104601045885568622e-01,3.274172585194291552e-01,3.808920978978888594e-01,3.175495810490712167e-01,3.844796763461426070e-01,3.416524193051224678e-01,3.318513658515939713e-01,8.579657667999843751e-01,8.574887586026270769e-01,8.578031042276386131e-01,8.546024651485011336e-01,4.485979772912091490e-01,4.645573427839256864e-01,4.343769666635229343e-01,4.434080139661559783e-01,5.288500050227189527e-25,5.004214740722760790e-02,2.449354033100293281e-03
2.875000000000000000e+00,1.295993381533567579e+00,1.198749136554740913e+00,1.295993381533553590e+00,2.277537448035785450e-01,2.381715805922550722e-01,5.025598287893988658e-01,5.136413100264282106e-01,8.817335625513986752e-01,8.733656590645256790e-01,3.084086348431485658e-01,3.587198043850628459e-01,2.971419121993931212e-01,3.619351989175370043e-01,3.205171766395488175e-01,3.133243437015285071e-01,8.283226360697067969e-01,8.271728763063784795e-01,8.277800882528619786e-01,8.246879779335768434e-01,4.216688843239426721e-01,4.363157064208334490e-01,4.060061522613129803e-01,4.152943649866394082e-01,2.356176511310440045e-24,4.456587763793427165e-02,2.454224539549111194e-03
2.900000000000000355e+00,1.248686926249441109e+00,1.151998773682568533e+00,1.248686926249513940e+00,2.149791066135115780e-01,2.244196205186898552e-01,4.793215302056428317e-01,4.898057807529379581e-01,8.453039662518201380e-01,8.372557221407511685e-01,2.902847079433533151e-01,3.375342329194908619e-01,2.777948684234283205e-01,3.404057518698678231e-01,3.004332810106982721e-01,2.956019173298480851e-01,7.991417181715987361e-01,7.973753135592164254e-01,7.982511540146903783e-01,7.952653484222957925e-01,3.960228485219907113e-01,4.093829513784215113e-01,3.790899750391844569e-01,3.885679193029930034e-01,3.703560641634889764e-25,3.964642018227568232e-02,2.454010353804943201e-03
2.924999999999999822e+00,1.202620636085403705e+00,1.106557516501396110e+00,1.202620636085401706e+00,2.027577799540381809e-01,2.112734186476652454e-01,4.568463703993633773e-01,4.667495386996012852e-01,8.099097762068441231e-01,8.021763018047379790e-01,2.730383159236424162e-01,3.173352887575927039e-01,2.594914614737138248e-01,3.198890810282508101e-01,2.813874274101459960e-01,2.786838478117087403e-01,7.704930850168403289e-01,7.681635162815816376e-01,7.692848564960194091e-01,7.664030748345422861e-01,3.716475319090961627e-01,3.837522808968769072e-01,3.536077572650151990e-01,3.632133122837368777e-01,1.731534291900990786e-25,3.523522691670220863e-02,2.449015459625129322e-03
2.950000000000000178e+00,1.157837693338480189e+00,1.062463548522843304e+00,1.157837693338441110e+00,1.910900315160700413e-01,1.987333251255013200e-01,4.351538519209914857e-01,4.444931906527293530e-01,7.755869662157277578e-01,7.681626787379780552e-01,2.566569892113366724e-01,2.981160298633404593e-01,2.422090583743161663e-01,3.003761853952234828e-01,2.633604074782030513e-01,2.625643456446791202e-01,7.424362145375654753e-01,7.395942894797583600e-01,7.409391337332936756e-01,7.381590474453363360e-01,3.485234022461852210e-01,3.594089794953508332e-01,3.295312792687182801e-01,3.392076114190485936e-01,8.599558641305260668e-25,3.128652251549530333e-02,2.439557424338848531e-03
2.975000000000000089e+00,1.114370053101949809e+00,1.019743936837828713e+00,1.114370053101975122e+00,1.799721723469686341e-01,1.867952979003527081e-01,4.142564326500919325e-01,4.230500837998551478e-01,7.423616386232396724e-01,7.352403551086680311e-01,2.411237434972535731e-01,2.798635656719314913e-01,2.259203259978765366e-01,2.818522280895131016e-01,2.463280439734716887e-01,2.472328226357755065e-01,7.150207380210639174e-01,7.117145734176332228e-01,7.132620702066012619e-01,7.105813116458949974e-01,3.266247724247804962e-01,3.363314724075891493e-01,3.068259272861015852e-01,3.165214138225875273e-01,1.529983064732592541e-24,2.775742003253755044e-02,2.425961960971903097e-03
3.000000000000000000e+00,1.072239492006233252e+00,9.784157012818422983e-01,1.072239492006217487e+00,1.693971092400806955e-01,1.754515123383394992e-01,3.941602726772964194e-01,4.024270685457784769e-01,7.102509703772801331e-01,7.034259952590999898e-01,2.264178231249260320e-01,2.625599139066183696e-01,2.105941095309227795e-01,2.642974014590287468e-01,2.302620641024561710e-01,2.326746039080710149e-01,6.882872072046333223e-01,6.845622357143577030e-01,6.862926778219500257e-01,6.837088485657566439e-01,3.059207832319959519e-01,3.144923351841001913e-01,2.854517767164655440e-01,2.951198851726327677e-01,2.287948281509072858e-25,2.460797009779265923e-02,2.408558087140078886e-03
3.025000000000000355e+00,1.031458633427016602e+00,9.384868565398079010e-01,1.031458633427041915e+00,1.593548625347304126e-01,1.646909345930682167e-01,3.748659574300493014e-01,3.826252379024761563e-01,6.792641372092120822e-01,6.727283442642720823e-01,2.125153893736310695e-01,2.461828069025032706e-01,1.961962391398789918e-01,2.476877382502226110e-01,2.151309054551779620e-01,2.188715935835811865e-01,6.622678652682360001e-01,6.581668637393952581e-01,6.600616787591747636e-01,6.575723575336945848e-01,2.863763211073332982e-01,2.938592439159712910e-01,2.653646018557122566e-01,2.749637312155374103e-01,8.478232671093653384e-25,2.180115486363516306e-02,2.387673888426911778e-03
3.049999999999999822e+00,9.920319369673182841e-01,8.999574152642420000e-01,9.920319369672880860e-01,1.498330465202298567e-01,1.544998543258413182e-01,3.563691886791030550e-01,3.636406347983852094e-01,6.494032046706933459e-01,6.431491132081047502e-01,1.993901502731251774e-01,2.307064414095307547e-01,1.826902617299699383e-01,2.319958632582349023e-01,2.009004508553823842e-01,2.058028898401324802e-01,6.369874085913076467e-01,6.325505444297399027e-01,6.345922772008534274e-01,6.321950273976283396e-01,2.679528652566841029e-01,2.743958593168700499e-01,2.465168061164446645e-01,2.560100957802780575e-01,3.782712131444193106e-25,1.930283706825470375e-02,2.363632883929192054e-03
3.075000000000000178e+00,9.539566428166620371e-01,8.628203430850598377e-01,9.539566428166332823e-01,1.408173101816906914e-01,1.448623740898290213e-01,3.386614372159543196e-01,3.454649208486703094e-01,6.206639773748833244e-01,6.146838226227483437e-01,1.870139304824373072e-01,2.161021680910525655e-01,1.700380969014502197e-01,2.171916821236145323e-01,1.875346906511992373e-01,1.934453469243437862e-01,6.124637286748866316e-01,6.077286212040698965e-01,6.099009095004336301e-01,6.075932862666560963e-01,2.506092609094012769e-01,2.560626403786820937e-01,2.288582693459127460e-01,2.382133817473376103e-01,5.720561318187946226e-25,1.708167366651779789e-02,2.336750970478344239e-03
3.100000000000000089e+00,9.172236640831051835e-01,8.270624588880238770e-01,9.172236640831623600e-01,1.322917373101106797e-01,1.357608541320050044e-01,3.217305528773189427e-01,3.280860020626827356e-01,5.930368001233328190e-01,5.873225978548093362e-01,1.753571813118210143e-01,2.023391188273052366e-01,1.582006179986900907e-01,2.032430058181231014e-01,1.749963127793806306e-01,1.817740832573426502e-01,5.887086259255309706e-01,5.837104199496000456e-01,5.859979646456824343e-01,5.837775215361749037e-01,2.343024175301260947e-01,2.388175854132467413e-01,2.123371110479706503e-01,2.215259935197891883e-01,8.945037804226672383e-25,1.510900245918504921e-02,2.307333911927022564e-03
3.125000000000000000e+00,8.818184223720211268e-01,7.926652759122904124e-01,8.818184223720116899e-01,1.242392060291547529e-01,1.271763125258626170e-01,3.055613292166166617e-01,3.114886086227383610e-01,5.665073066310405414e-01,5.610509121392461829e-01,1.643894322262648700e-01,1.893847715328915160e-01,1.471381606015572940e-01,1.901161109519559078e-01,1.632472224222986656e-01,1.707629360678258879e-01,5.657284890469888028e-01,5.604999381058223262e-01,5.628884689219728621e-01,5.607527641054045331e-01,2.189879325240326746e-01,2.226169001022298699e-01,1.969003701859638189e-01,2.058990013439531697e-01,1.591011167761218729e-24,1.335870908869188703e-02,2.275675338648791741e-03
3.150000000000000355e+00,8.477216237546257860e-01,7.596057810842894442e-01,8.477216237546160160e-01,1.166417086671188014e-01,1.190887815334119859e-01,2.901360215123958697e-01,2.956548272999400262e-01,5.410571133065128491e-01,5.358502748930957793e-01,1.540796861367816351e-01,1.772054534943340587e-01,1.368109618965056284e-01,1.777762372863153917e-01,1.522489942017500320e-01,1.603848640017078442e-01,5.435249355729477871e-01,5.380964926503307710e-01,5.405727304632345076e-01,5.385193324795807257e-01,2.046206423222176052e-01,2.074155936151046986e-01,1.824946037197065773e-01,1.912827292449722494e-01,2.641803310901966760e-25,1.180708073508736876e-02,2.242055204896657543e-03
3.174999999999999822e+00,8.149099738416477612e-01,7.278571515563545535e-01,8.149099738417387995e-01,1.094806335098610778e-01,1.114776217944173781e-01,2.754348179193433221e-01,2.805645862178101080e-01,5.166644569945197940e-01,5.116988641808932758e-01,1.443967615119779446e-01,1.657667852591143964e-01,1.271795351779997640e-01,1.661880248387139214e-01,1.419632607131066371e-01,1.506122999486274039e-01,5.220954106140439643e-01,5.164953243205592237e-01,5.190469409115777699e-01,5.170734339819970105e-01,1.911551038270119796e-01,1.931680050422985295e-01,1.690664072277574537e-01,1.776272695011223424e-01,1.769443936037271456e-24,1.043265183754467189e-02,2.206738664810266488e-03
3.200000000000000178e+00,7.833568319735012553e-01,6.973894087143730491e-01,7.833568319735043639e-01,1.027370104848650961e-01,1.043217965230051336e-01,2.614362645061107937e-01,2.661960926440471997e-01,4.933047768016843859e-01,4.885721035047649319e-01,1.353095848450980021e-01,1.550340678924768678e-01,1.182049842637391823e-01,1.553158937037217580e-01,1.323520417830303941e-01,1.414174568975959667e-01,5.014337421882649748e-01,4.956881566876188416e-01,4.983037326945705114e-01,4.964077215885887573e-01,1.785460099853473093e-01,1.798282632751250498e-01,1.565628618404372174e-01,1.648829274276601420e-01,1.022255026458229794e-26,9.216046245708306439e-03,2.169975310977220739e-03
3.225000000000000089e+00,7.530328055820770805e-01,6.681700109356155659e-01,7.530328055820432187e-01,9.639172312237224982e-02,9.760010824368549331e-02,2.481176456238205486e-01,2.525262252130030527e-01,4.709512410769611801e-01,4.664431840160468967e-01,1.267874373336841110e-01,1.449726169824784583e-01,1.098492629332614851e-01,1.451243702455638496e-01,1.233780192101044393e-01,1.327725900303491358e-01,4.815306525792246162e-01,4.756637097573767070e-01,4.783326914949632691e-01,4.765118059631775482e-01,1.667485438385963303e-01,1.673506841402563061e-01,1.449319123576285340e-01,1.530006008769499437e-01,1.542099564193924309e-25,8.139819352743802444e-03,2.131998732785744810e-03
3.250000000000000000e+00,7.239062865969090321e-01,6.401643871812939812e-01,7.239062865968579619e-01,9.042568937261814821e-02,9.129140087192560982e-02,2.354553215987606196e-01,2.395308825552917853e-01,4.495752213718546275e-01,4.452835339891961230e-01,1.188001597896232997e-01,1.355480471559047662e-01,1.020753846271396509e-01,1.355783636520001834e-01,1.150047619232670848e-01,1.246502184968126259e-01,4.623742260370226065e-01,4.564081686268580129e-01,4.591208243479281692e-01,4.573727231313421404e-01,1.557186757477823369e-01,1.556901090385887920e-01,1.341226818231427143e-01,1.419320992570120010e-01,1.159205405138133052e-26,7.188303015670878711e-03,2.093026347994760179e-03
3.275000000000000355e+00,6.959439323875632466e-01,6.133364141161283811e-01,6.959439323875470373e-01,8.482001394443999809e-02,8.537473005412360427e-02,2.234250261372720259e-01,2.271852907197571825e-01,4.291467157748227734e-01,4.250632379618312084e-01,1.113183198381431788e-01,1.267265110914970461e-01,9.484758763458542297e-02,1.266433970310477941e-01,1.071969065317545933e-01,1.170233104327618318e-01,4.439503338257749232e-01,4.379056083952763689e-01,4.406529844798851014e-01,4.389753589093740582e-01,1.454134086936535175e-01,1.448021896283708532e-01,1.240857280609159174e-01,1.316304071134944409e-01,4.402492029837403306e-25,6.347455406963584471e-03,2.053259462803179447e-03
3.299999999999999822e+00,6.691110941819230495e-01,5.876488398673200830e-01,6.691110941819264912e-01,7.955611486171208779e-02,7.982950473264090185e-02,2.120021260827327780e-01,2.154642720419827906e-01,4.096347244090027817e-01,4.057514083341128286e-01,1.043133454021965140e-01,1.184748971115412303e-01,8.813146086375288346e-02,1.182857972847135702e-01,9.992029815019108641e-02,1.098654347882448423e-01,4.262430181517448124e-01,4.201383770406200147e-01,4.229122545223546470e-01,4.213028317238167730e-01,1.357909765972421523e-01,1.346436232201842775e-01,1.147732477401315204e-01,1.220498973981901797e-01,3.423653574778624401e-25,5.604717378966177395e-03,2.012883522967814920e-03
3.325000000000000178e+00,6.433721962011735851e-01,5.630636578279120119e-01,6.433721962012327600e-01,7.461582688423119836e-02,7.463560285464544697e-02,2.011618463254054856e-01,2.043424782852119870e-01,3.910075801582868493e-01,3.873165124910675217e-01,9.775762832930361135e-02,1.107609894202695733e-01,8.189403506978465419e-02,1.104728479508533812e-01,9.314209620454912131e-02,1.031508834645449429e-01,4.092348368975908812e-01,4.030874383464849164e-01,4.058802901157487764e-01,4.043368358380803884e-01,1.268110005436189347e-01,1.251723435653813998e-01,1.061392334773172963e-01,1.131464995118911798e-01,2.619953254910263334e-26,4.948876445006806200e-03,1.972068518156617004e-03
3.350000000000000089e+00,6.186910689324179868e-01,5.395424340660186502e-01,6.186910689324262025e-01,6.998148435350419472e-02,6.977346405966972087e-02,1.908794627262338228e-01,1.937945909486203100e-01,3.732332378351520541e-01,3.697266586567689028e-01,9.162460182455996194e-02,1.035535949642516496e-01,7.610384413174733909e-02,1.031729090779338331e-01,8.683084967775087093e-02,9.685476712444568426e-02,3.929071713626121065e-01,3.867326772208167784e-01,3.895376261825130859e-01,3.880579472667664009e-01,1.184346076388104602e-01,1.163476716344706979e-01,9.813958932127657409e-02,1.048778270762475429e-01,4.569568539274544007e-25,4.369939086267107808e-03,1.930969508391628536e-03
3.375000000000000000e+00,5.950312400391475354e-01,5.170465919700212298e-01,5.950312400391932766e-01,6.563598589036981346e-02,6.522416203830957993e-02,1.811304659160176411e-01,1.837954916450811604e-01,3.562795250712770811e-01,3.529498437529161592e-01,8.588879512015053230e-02,9.682264073286911410e-02,7.073096064523590187e-02,9.635550801644855723e-02,8.095654596282648996e-02,9.095308786617294083e-02,3.772404993846569243e-01,3.710531699076852763e-01,3.738639483154827525e-01,3.724458948244787626e-01,1.106245170127476418e-01,1.081304308277639264e-01,9.073220973204032536e-02,9.720327018716834466e-02,1.044543942570405293e-25,3.859011770987161999e-03,1.889727242873015653e-03
3.400000000000000355e+00,5.723561864091268880e-01,4.955376577376924274e-01,5.723561864091347706e-01,6.156284321822268896e-02,6.096945909329325175e-02,1.718906987603702752e-01,1.743204053850936908e-01,3.401143581927051907e-01,3.369541665136915887e-01,8.052586855554806633e-02,9.053924511541786013e-02,6.574700974564119671e-02,8.999140478128285492e-02,7.549063716836844351e-02,8.542279174277980780e-02,3.622146363153888604e-01,3.560274216738746889e-01,3.588383318147416179e-01,3.574797988429300188e-01,1.033450972135633167e-01,1.004830308434457448e-01,8.387702686793113704e-02,9.008405664024110582e-02,3.879903380498157857e-26,3.408190815361969959e-03,1.848468848219211261e-03
3.424999999999999822e+00,5.506295507750239571e-01,4.749774702468272936e-01,5.506295507750501583e-01,5.774621622638557994e-02,5.699184525811964303e-02,1.631364701899868652e-01,1.653450195149328561e-01,3.247059262803141944e-01,3.217080090451231444e-01,7.551263196879964834e-02,8.467576669287832369e-02,6.112516471481319741e-02,8.405263538625593056e-02,7.040604738380243366e-02,8.024180388277125930e-02,3.478089463489351663e-01,3.416335745659949130e-01,3.444394509263720705e-01,3.431383801100917896e-01,9.656239893870258162e-02,9.336952417727333031e-02,7.753603066616304718e-02,8.348328632557974749e-02,8.818980203925040022e-27,3.010461015243015483e-03,1.807308561376832915e-03
3.450000000000000178e+00,5.298153262305156375e-01,4.553283587116862541e-01,5.298153262304492461e-01,5.417093619856049036e-02,5.327456412555409138e-02,1.548446479532634146e-01,1.568455809166666992e-01,3.100228464939810413e-01,3.071801898941103337e-01,7.082704903099024119e-02,7.920583359422035674e-02,5.684012756480467943e-02,7.851253628322595046e-02,6.567716407463679296e-02,7.538904873589372113e-02,3.340025266831795347e-01,3.278495878001339570e-01,3.306457608084980015e-01,3.294001415567612279e-01,9.024416673608165462e-02,8.675563895119195457e-02,7.167326584718505811e-02,7.736594267178335815e-02,1.253321205136174591e-25,2.659602823677553740e-03,1.766348492421433106e-03
3.475000000000000089e+00,5.098780118164023545e-01,4.365532913711331897e-01,5.098780118164045749e-01,5.082251896459030749e-02,4.980162735196984325e-02,1.469927326994727446e-01,1.487989739297876091e-01,2.960342935955210808e-01,2.933400915476869764e-01,6.644822988062859537e-02,7.410435627734270059e-02,5.286809743681703672e-02,7.334575275825941376e-02,6.127981643981944559e-02,7.084445772749434211e-02,3.207743669297277167e-01,3.146533932707913928e-01,3.174356546799440015e-01,3.162435251457819674e-01,8.435983298014103349e-02,8.060879147260077704e-02,6.625480960808252662e-02,7.169888468818876037e-02,8.177290084427750621e-26,2.350107738030298484e-03,1.725679399497733867e-03
