T,F_channel,F_fitted_1param
1.910000000000000142e+00,1.034997173818612337e+00,1.033204088263862230e+00
1.919999999999999929e+00,1.040816353247907111e+00,1.039135124779143382e+00
1.929999999999999938e+00,1.046306335585469593e+00,1.044729429287387434e+00
1.939999999999999947e+00,1.051458252603760801e+00,1.049978174084201576e+00
1.949999999999999956e+00,1.056263569799638091e+00,1.054872895473447425e+00
1.959999999999999964e+00,1.060714116038073085e+00,1.059405522114926557e+00
1.969999999999999973e+00,1.064802112548287827e+00,1.063568402602970142e+00
1.979999999999999982e+00,1.068520201089925958e+00,1.067354332100563408e+00
1.989999999999999991e+00,1.071861471260966869e+00,1.070756578026224703e+00
2.000000000000000000e+00,1.074819486692975001e+00,1.073768904538742852e+00
2.009999999999999787e+00,1.077388309941889943e+00,1.076385595632190606e+00
2.020000000000000018e+00,1.079562526105777076e+00,1.078601476908827239e+00
2.030000000000000249e+00,1.081337264888373451e+00,1.080411935737398688e+00
2.040000000000000036e+00,1.082708221048681585e+00,1.081812939763928672e+00
2.049999999999999822e+00,1.083671673061029628e+00,1.082801053602551189e+00
2.060000000000000053e+00,1.084224499925915408e+00,1.083373453667258568e+00
2.070000000000000284e+00,1.084364196051458729e+00,1.083527941076351864e+00
2.080000000000000071e+00,1.084088884075455450e+00,1.083262952503079912e+00
2.089999999999999858e+00,1.083397325498076658e+00,1.082577568865380702e+00
2.100000000000000089e+00,1.082288929187926296e+00,1.081471521924655566e+00
2.109999999999999876e+00,1.080763757598539154e+00,1.079945198637468406e+00
2.120000000000000107e+00,1.078822530695483284e+00,1.077999643278638509e+00
2.129999999999999893e+00,1.076466627626265549e+00,1.075636557375815094e+00
2.140000000000000124e+00,1.073698085935033131e+00,1.072858297259211335e+00
2.149999999999999911e+00,1.070519598551215257e+00,1.069667869472850974e+00
2.160000000000000142e+00,1.066934508446162333e+00,1.066068923948686464e+00
2.169999999999999929e+00,1.062946800965976824e+00,1.062065744950888346e+00
2.180000000000000160e+00,1.058561093916333018e+00,1.057663239879042649e+00
2.189999999999999947e+00,1.053782625497855285e+00,1.052866926027686612e+00
2.200000000000000178e+00,1.048617240118868033e+00,1.047682915345683696e+00
2.209999999999999964e+00,1.043071372032905675e+00,1.042117897120257597e+00
2.219999999999999751e+00,1.037152027177058899e+00,1.036179118990869119e+00
2.229999999999999982e+00,1.030866763071661918e+00,1.029874366143432862e+00
2.240000000000000213e+00,1.024223666989713788e+00,1.023211938885240979e+00
2.250000000000000000e+00,1.017231332481545403e+00,1.016200628696518837e+00
2.259999999999999787e+00,1.009898834384998167e+00,1.008849692884041360e+00
2.270000000000000018e+00,1.002235702507276782e+00,1.001168828017697576e+00
2.280000000000000249e+00,9.942518940268134653e-01,9.931681421970937063e-01
2.290000000000000036e+00,9.859577648312330966e-01,9.848581263590072687e-01
2.299999999999999822e+00,9.773640399082770269e-01,9.762496247395114901e-01
2.310000000000000053e+00,9.684817829560045110e-01,9.673538046548201264e-01
2.320000000000000284e+00,9.593223652829410142e-01,9.581821256521023678e-01
2.330000000000000071e+00,9.498974343211035176e-01,9.487463083653154827e-01
2.339999999999999858e+00,9.402188817326295744e-01,9.390583030421519872e-01
2.350000000000000089e+00,9.302988112928238795e-01,9.291302579097622250e-01
2.359999999999999876e+00,9.201495067957095042e-01,9.189744876342813562e-01
2.370000000000000107e+00,9.097833999979801911e-01,9.086034418729549422e-01
2.379999999999999893e+00,8.992130388492723947e-01,8.980296741579438802e-01
2.390000000000000124e+00,8.884510559859876144e-01,8.872658110897164718e-01
2.399999999999999911e+00,8.775101377711167494e-01,8.763245221088732384e-01
2.410000000000000142e+00,8.664029939964461580e-01,8.652184899590474876e-01
2.419999999999999929e+00,8.551423281716497016e-01,8.539603817564371813e-01
2.430000000000000160e+00,8.437408087403139856e-01,8.425628210010014385e-01
2.439999999999999947e+00,8.322110411790668572e-01,8.310383604791712342e-01
2.450000000000000178e+00,8.205655410265464411e-01,8.193994560964592555e-01
2.459999999999999964e+00,8.088167081371886447e-01,8.076584419323060704e-01
2.469999999999999751e+00,7.969768020054981417e-01,7.958275063576992769e-01
2.479999999999999982e+00,7.850579182500183606e-01,7.839186692937818446e-01
2.490000000000000213e+00,7.730719664442036176e-01,7.719437608032644338e-01
2.500000000000000000e+00,7.610306493257006366e-01,7.599144010377871794e-01
2.509999999999999787e+00,7.489454431123452327e-01,7.478419812604069072e-01
2.520000000000000018e+00,7.368275794321512695e-01,7.357376464598697208e-01
2.530000000000000249e+00,7.246880285324290849e-01,7.236122792048365060e-01
2.540000000000000036e+00,7.125374838413421896e-01,7.114764848211122539e-01
2.549999999999999822e+00,7.003863481093045573e-01,6.993405781112107533e-01
2.560000000000000053e+00,6.882447207135728995e-01,6.872145711954736891e-01
2.570000000000000284e+00,6.761223865125718380e-01,6.751081628699183712e-01
2.580000000000000071e+00,6.640288060542565152e-01,6.630307292722282808e-01
2.589999999999999858e+00,6.519731070714294141e-01,6.509913157991634725e-01
2.600000000000000089e+00,6.399640772820189838e-01,6.389986302851311528e-01
2.610000000000000320e+00,6.280101585887427618e-01,6.270610375425677008e-01
2.620000000000000107e+00,6.161194424171692052e-01,6.151865550009437689e-01
