T,F_channel,F_composed,T_eff_fit,KL_bits
3.350000000000000533e+00,2.563739566621472399e-01,2.829217264616784577e-01,4.305016864425024181e+00,4.408257832440422991e-02
3.360000000000000320e+00,2.519535413661395662e-01,2.780712529577027969e-01,4.328541726039809134e+00,4.399298911522614430e-02
3.370000000000000107e+00,2.476104764533272606e-01,2.733037281750909653e-01,4.352104105445187443e+00,4.390119408151856029e-02
3.379999999999999893e+00,2.433437123106992062e-01,2.686180975012360528e-01,4.375703671413482709e+00,4.380726331485135239e-02
3.389999999999999680e+00,2.391521927126473712e-01,2.640132959888580322e-01,4.399340095712314991e+00,4.371126562291292178e-02
3.400000000000000355e+00,2.350348563151909986e-01,2.594882500344404264e-01,4.423013053086291890e+00,4.361326853178801310e-02
3.410000000000000142e+00,2.309906380646603585e-01,2.550418789788599927e-01,4.446722221238079698e+00,4.351333829019246591e-02
3.419999999999999929e+00,2.270184705241740097e-01,2.506730966103452585e-01,4.470467280810114019e+00,4.341153987431304456e-02
3.429999999999999716e+00,2.231172851200312335e-01,2.463808125881660482e-01,4.494247915364940837e+00,4.330793699394137192e-02
3.440000000000000391e+00,2.192860133128761990e-01,2.421639337836443417e-01,4.518063811366712201e+00,4.320259209957146018e-02
3.450000000000000178e+00,2.155235876953791041e-01,2.380213655225048297e-01,4.541914658161344320e+00,4.309556639056155020e-02
3.459999999999999964e+00,2.118289430197952683e-01,2.339520128014575262e-01,4.565800147955847876e+00,4.298691982400711792e-02
3.469999999999999751e+00,2.082010171595886361e-01,2.299547813894386450e-01,4.589719975801241247e+00,4.287671112450126831e-02
3.480000000000000426e+00,2.046387520056953402e-01,2.260285788454884370e-01,4.613673839570596513e+00,4.276499779446416016e-02
3.490000000000000213e+00,2.011410943024664333e-01,2.221723155268143235e-01,4.637661439939037678e+00,4.265183612578637290e-02
3.500000000000000000e+00,1.977069964249519307e-01,2.180838709801363184e-01,4.661682480364769177e+00,4.253728121112771571e-02
