T,F_channel,F_fitted_1param
3.200000000000000178e+00,6.660689437563125370e-01,8.965581702268945463e-01
3.209999999999999964e+00,6.533942570646036341e-01,8.785909246777386938e-01
3.219999999999999751e+00,6.409383397372119262e-01,8.607395078477493300e-01
3.229999999999999982e+00,6.286992016430965613e-01,8.430089541089269556e-01
3.240000000000000213e+00,6.166747923792385011e-01,8.254042319971104380e-01
3.250000000000000000e+00,6.048630060666179142e-01,8.079302398418246600e-01
3.259999999999999787e+00,5.932616856436143671e-01,7.905918008581426237e-01
3.270000000000000018e+00,5.818686271039117397e-01,7.733936584099802003e-01
3.280000000000000249e+00,5.706815835963388039e-01,7.563404713170001070e-01
3.290000000000000036e+00,5.596982691756220429e-01,7.394368090228765622e-01
3.299999999999999822e+00,5.489163626116220218e-01,7.226871471526069568e-01
3.310000000000000053e+00,5.383335107337485770e-01,7.060958624803459482e-01
3.320000000000000284e+00,5.279473318083978128e-01,6.896672284634322025e-01
3.330000000000000071e+00,5.177554187195945179e-01,6.734054106748753599e-01
3.339999999999999858e+00,5.077553418621080228e-01,6.573144621062100290e-01
3.350000000000000089e+00,4.979446521117975033e-01,6.413983190190567507e-01
3.360000000000000320e+00,4.883208834388911290e-01,6.256607963374336556e-01
3.370000000000000107e+00,4.788815554854017886e-01,6.101055835882394085e-01
3.379999999999999893e+00,4.696241760280011057e-01,5.947362407640444104e-01
3.390000000000000124e+00,4.605462431700485526e-01,5.795561942729858806e-01
3.400000000000000355e+00,4.516452476860738363e-01,5.645687334645338451e-01
3.410000000000000142e+00,4.429186749422387992e-01,5.497770065854278299e-01
3.419999999999999929e+00,4.343640068940584631e-01,5.351840174801461014e-01
3.429999999999999716e+00,4.259787239635990375e-01,5.207926225182228919e-01
3.439999999999999947e+00,4.177603067454574992e-01,5.066055273124359104e-01
3.450000000000000178e+00,4.097062377466689775e-01,4.926252839803144101e-01
3.459999999999999964e+00,4.018140027704654171e-01,4.788542883141704842e-01
3.469999999999999751e+00,3.940810925686342170e-01,4.652947777258338857e-01
3.479999999999999982e+00,3.865050042692186882e-01,4.519488290154825005e-01
3.490000000000000213e+00,3.790832425164543107e-01,4.388183561786597187e-01
3.500000000000000000e+00,3.751651502601083266e-01,4.322200576140159956e-01
